,< 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80 - 89,90 - 99,> 100,genero,UF,data
M,0.0,0.0,1.0,,1.0,4.0,1.0,3.0,6.0,1.0,,M,CE,2020-07-29
F,0.0,0.0,1.0,2.0,1.0,1.0,,1.0,,3.0,1.0,F,CE,2020-07-29
M,0.0,0.0,0.0,,,5.0,3.0,4.0,2.0,1.0,1.0,M,DF,2020-07-29
F,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,,F,DF,2020-07-29
M,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,,3.0,0.0,M,ES,2020-07-29
F,0.0,0.0,,0.0,0.0,2.0,5.0,3.0,1.0,5.0,0.0,F,ES,2020-07-29
M,0.0,0.0,0.0,2.0,4.0,6.0,5.0,10.0,8.0,3.0,0.0,M,GO,2020-07-29
F,0.0,0.0,0.0,,1.0,1.0,6.0,8.0,7.0,1.0,0.0,F,GO,2020-07-29
M,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,M,MA,2020-07-29
F,0.0,0.0,0.0,1.0,0.0,2.0,,1.0,0.0,,0.0,F,MA,2020-07-29
M,0.0,0.0,,1.0,2.0,1.0,4.0,2.0,2.0,0.0,,M,MT,2020-07-29
F,0.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,F,MT,2020-07-29
M,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,M,MS,2020-07-29
F,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,1.0,0.0,F,MS,2020-07-29
M,0.0,0.0,0.0,1.0,1.0,,8.0,13.0,14.0,1.0,0.0,M,MG,2020-07-29
F,0.0,0.0,0.0,,2.0,7.0,3.0,6.0,11.0,6.0,0.0,F,MG,2020-07-29
M,0.0,1.0,0.0,3.0,2.0,1.0,3.0,6.0,2.0,1.0,0.0,M,PA,2020-07-29
F,0.0,,0.0,1.0,,1.0,2.0,,3.0,,0.0,F,PA,2020-07-29
M,0.0,1.0,1.0,0.0,2.0,,1.0,3.0,2.0,0.0,0.0,M,PB,2020-07-29
F,0.0,,,0.0,,2.0,1.0,2.0,2.0,0.0,0.0,F,PB,2020-07-29
M,0.0,0.0,0.0,1.0,1.0,5.0,5.0,8.0,10.0,1.0,0.0,M,PR,2020-07-29
F,0.0,0.0,0.0,,,2.0,5.0,3.0,8.0,1.0,0.0,F,PR,2020-07-29
F,1.0,0.0,,0.0,0.0,2.0,2.0,3.0,8.0,2.0,0.0,F,PE,2020-07-29
M,,0.0,1.0,0.0,0.0,3.0,6.0,2.0,3.0,2.0,0.0,M,PE,2020-07-29
M,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,M,PI,2020-07-29
F,0.0,0.0,1.0,0.0,0.0,,,0.0,2.0,,0.0,F,PI,2020-07-29
M,0.0,,0.0,1.0,2.0,3.0,6.0,12.0,10.0,,,M,RJ,2020-07-29
F,0.0,1.0,0.0,1.0,,1.0,12.0,6.0,5.0,6.0,1.0,F,RJ,2020-07-29
M,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,2.0,1.0,0.0,M,RN,2020-07-29
F,0.0,0.0,0.0,0.0,2.0,,,2.0,5.0,,0.0,F,RN,2020-07-29
M,0.0,,,0.0,3.0,4.0,10.0,15.0,5.0,2.0,0.0,M,RS,2020-07-29
F,0.0,1.0,1.0,0.0,1.0,1.0,6.0,8.0,6.0,5.0,0.0,F,RS,2020-07-29
M,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,M,RO,2020-07-29
F,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,1.0,0.0,F,RO,2020-07-29
M,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,M,RR,2020-07-29
F,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,F,RR,2020-07-29
M,0.0,0.0,0.0,,1.0,1.0,7.0,3.0,8.0,2.0,0.0,M,SC,2020-07-29
F,0.0,0.0,0.0,1.0,,1.0,2.0,5.0,2.0,1.0,0.0,F,SC,2020-07-29
M,1.0,0.0,1.0,4.0,9.0,25.0,40.0,45.0,32.0,7.0,0.0,M,SP,2020-07-29
F,,0.0,5.0,1.0,7.0,16.0,16.0,35.0,31.0,13.0,0.0,F,SP,2020-07-29
M,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,,,0.0,M,SE,2020-07-29
F,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,4.0,2.0,0.0,F,SE,2020-07-29
M,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,M,TO,2020-07-29
F,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,F,TO,2020-07-29
M,3.0,0.0,5.0,14.0,29.0,77.0,121.0,154.0,130.0,27.0,,M,all,2020-07-30
F,,0.0,4.0,16.0,26.0,41.0,78.0,92.0,113.0,38.0,2.0,F,all,2020-07-30
M,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,M,AC,2020-07-30
F,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,F,AC,2020-07-30
M,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,M,AL,2020-07-30
F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,0.0,0.0,F,AL,2020-07-30
M,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,M,AP,2020-07-30
F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,F,AP,2020-07-30
M,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,M,AM,2020-07-30
F,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,F,AM,2020-07-30
M,0.0,0.0,0.0,,2.0,7.0,8.0,8.0,5.0,,,M,BA,2020-07-30
F,0.0,0.0,0.0,1.0,,1.0,6.0,5.0,8.0,4.0,1.0,F,BA,2020-07-30
M,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,7.0,1.0,0.0,M,CE,2020-07-30
F,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,,0.0,F,CE,2020-07-30
M,0.0,0.0,1.0,1.0,1.0,2.0,6.0,6.0,4.0,3.0,0.0,M,DF,2020-07-30
F,0.0,0.0,,,,,2.0,3.0,1.0,,0.0,F,DF,2020-07-30
M,0.0,0.0,,0.0,3.0,1.0,5.0,1.0,1.0,,0.0,M,ES,2020-07-30
F,0.0,0.0,1.0,0.0,,2.0,,3.0,3.0,2.0,0.0,F,ES,2020-07-30
M,0.0,0.0,,1.0,6.0,8.0,8.0,11.0,8.0,2.0,0.0,M,GO,2020-07-30
F,0.0,0.0,1.0,1.0,2.0,2.0,6.0,5.0,8.0,,0.0,F,GO,2020-07-30
M,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,,0.0,M,MA,2020-07-30
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,F,MA,2020-07-30
M,1.0,0.0,0.0,,1.0,1.0,3.0,2.0,,0.0,0.0,M,MT,2020-07-30
F,,0.0,0.0,2.0,,1.0,2.0,3.0,2.0,0.0,0.0,F,MT,2020-07-30
M,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,M,MS,2020-07-30
F,0.0,0.0,0.0,0.0,,,2.0,3.0,3.0,,0.0,F,MS,2020-07-30
M,0.0,0.0,0.0,2.0,1.0,5.0,10.0,18.0,14.0,7.0,0.0,M,MG,2020-07-30
F,0.0,0.0,0.0,,2.0,6.0,10.0,10.0,9.0,4.0,0.0,F,MG,2020-07-30
M,0.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,M,PA,2020-07-30
F,0.0,0.0,,,0.0,,3.0,,,0.0,0.0,F,PA,2020-07-30
M,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,,3.0,0.0,M,PB,2020-07-30
F,0.0,0.0,0.0,,0.0,2.0,3.0,,3.0,,0.0,F,PB,2020-07-30
M,0.0,0.0,,,0.0,7.0,8.0,9.0,5.0,2.0,0.0,M,PR,2020-07-30
F,0.0,0.0,1.0,3.0,0.0,5.0,2.0,3.0,3.0,,0.0,F,PR,2020-07-30
M,1.0,0.0,1.0,,2.0,,3.0,5.0,5.0,,0.0,M,PE,2020-07-30
F,,0.0,,1.0,1.0,1.0,,3.0,5.0,2.0,0.0,F,PE,2020-07-30
M,0.0,0.0,0.0,,0.0,,2.0,0.0,7.0,0.0,0.0,M,PI,2020-07-30
F,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,F,PI,2020-07-30
M,0.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,11.0,,0.0,M,RJ,2020-07-30
F,0.0,0.0,0.0,,,3.0,3.0,6.0,13.0,4.0,0.0,F,RJ,2020-07-30
M,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,,0.0,M,RN,2020-07-30
F,0.0,0.0,0.0,0.0,0.0,1.0,,,4.0,5.0,0.0,F,RN,2020-07-30
M,0.0,0.0,0.0,1.0,,3.0,9.0,8.0,4.0,4.0,0.0,M,RS,2020-07-30
F,0.0,0.0,0.0,,2.0,1.0,7.0,6.0,8.0,2.0,0.0,F,RS,2020-07-30
M,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,M,RO,2020-07-30
F,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,,0.0,0.0,F,RO,2020-07-30
M,0.0,0.0,0.0,0.0,,1.0,,2.0,0.0,0.0,0.0,M,RR,2020-07-30
F,0.0,0.0,0.0,0.0,1.0,,2.0,1.0,0.0,0.0,0.0,F,RR,2020-07-30
M,0.0,0.0,,1.0,1.0,5.0,11.0,5.0,9.0,1.0,,M,SC,2020-07-30
F,0.0,0.0,1.0,2.0,1.0,,,2.0,3.0,,1.0,F,SC,2020-07-30
M,1.0,0.0,1.0,3.0,4.0,25.0,23.0,44.0,34.0,2.0,0.0,M,SP,2020-07-30
F,,0.0,,5.0,10.0,10.0,24.0,34.0,33.0,14.0,0.0,F,SP,2020-07-30
M,0.0,0.0,0.0,0.0,,1.0,1.0,8.0,2.0,0.0,0.0,M,SE,2020-07-30
F,0.0,0.0,0.0,0.0,1.0,,2.0,1.0,2.0,0.0,0.0,F,SE,2020-07-30
M,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,2.0,0.0,0.0,M,TO,2020-07-30
F,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,F,TO,2020-07-30
F,2.0,3.0,2.0,18.0,21.0,41.0,70.0,105.0,88.0,35.0,2.0,F,all,2020-07-31
M,1.0,2.0,4.0,15.0,29.0,73.0,139.0,128.0,109.0,31.0,3.0,M,all,2020-07-31
I,,,,,,,,1.0,,,,I,all,2020-07-31
M,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,M,AC,2020-07-31
F,0.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,F,AC,2020-07-31
M,0.0,,0.0,0.0,1.0,1.0,,3.0,1.0,,0.0,M,AL,2020-07-31
F,0.0,1.0,0.0,0.0,,1.0,1.0,,2.0,2.0,0.0,F,AL,2020-07-31
M,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,M,AP,2020-07-31
F,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,F,AP,2020-07-31
M,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,M,AM,2020-07-31
F,0.0,,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,F,AM,2020-07-31
F,1.0,0.0,,2.0,,1.0,6.0,5.0,5.0,1.0,0.0,F,BA,2020-07-31
M,,0.0,1.0,1.0,1.0,6.0,10.0,5.0,5.0,,0.0,M,BA,2020-07-31
I,,,,,,,,1.0,,,,I,BA,2020-07-31
F,1.0,0.0,0.0,0.0,,,2.0,5.0,3.0,1.0,0.0,F,CE,2020-07-31
M,,0.0,0.0,0.0,2.0,1.0,2.0,2.0,6.0,4.0,0.0,M,CE,2020-07-31
M,0.0,0.0,,1.0,1.0,2.0,6.0,7.0,2.0,,0.0,M,DF,2020-07-31
F,0.0,0.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,0.0,F,DF,2020-07-31
M,0.0,0.0,0.0,,1.0,3.0,8.0,6.0,1.0,0.0,0.0,M,ES,2020-07-31
F,0.0,0.0,0.0,2.0,,,1.0,1.0,2.0,0.0,0.0,F,ES,2020-07-31
M,0.0,0.0,0.0,2.0,1.0,4.0,8.0,14.0,10.0,0.0,0.0,M,GO,2020-07-31
F,0.0,0.0,0.0,,2.0,4.0,6.0,6.0,2.0,0.0,0.0,F,GO,2020-07-31
M,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,M,MA,2020-07-31
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,F,MA,2020-07-31
M,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,M,MT,2020-07-31
F,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,1.0,0.0,0.0,F,MT,2020-07-31
M,0.0,0.0,0.0,0.0,0.0,,4.0,,1.0,0.0,,M,MS,2020-07-31
F,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,0.0,1.0,F,MS,2020-07-31
M,0.0,0.0,,,3.0,10.0,13.0,12.0,10.0,1.0,,M,MG,2020-07-31
F,0.0,0.0,1.0,3.0,2.0,3.0,5.0,14.0,10.0,5.0,1.0,F,MG,2020-07-31
M,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,M,PA,2020-07-31
F,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,F,PA,2020-07-31
M,0.0,0.0,0.0,1.0,,0.0,1.0,4.0,1.0,0.0,0.0,M,PB,2020-07-31
F,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,F,PB,2020-07-31
M,0.0,0.0,1.0,,2.0,5.0,9.0,9.0,1.0,7.0,1.0,M,PR,2020-07-31
F,0.0,0.0,,1.0,3.0,5.0,2.0,4.0,7.0,1.0,,F,PR,2020-07-31
M,0.0,0.0,0.0,1.0,1.0,2.0,7.0,4.0,4.0,1.0,0.0,M,PE,2020-07-31
F,0.0,0.0,0.0,1.0,,,2.0,4.0,5.0,1.0,0.0,F,PE,2020-07-31
M,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,M,PI,2020-07-31
F,0.0,0.0,0.0,,1.0,0.0,2.0,2.0,1.0,,0.0,F,PI,2020-07-31
M,0.0,0.0,0.0,1.0,4.0,3.0,13.0,11.0,7.0,2.0,0.0,M,RJ,2020-07-31
F,0.0,0.0,0.0,,4.0,4.0,7.0,8.0,9.0,1.0,0.0,F,RJ,2020-07-31
M,0.0,0.0,1.0,0.0,1.0,1.0,,,1.0,,0.0,M,RN,2020-07-31
F,0.0,0.0,,0.0,,,2.0,1.0,1.0,1.0,0.0,F,RN,2020-07-31
M,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,7.0,2.0,1.0,M,RS,2020-07-31
F,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,,F,RS,2020-07-31
M,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,,0.0,0.0,M,RO,2020-07-31
F,0.0,0.0,0.0,0.0,0.0,3.0,,2.0,2.0,0.0,0.0,F,RO,2020-07-31
M,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,RR,2020-07-31
F,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,RR,2020-07-31
M,0.0,0.0,0.0,0.0,1.0,7.0,9.0,6.0,2.0,2.0,0.0,M,SC,2020-07-31
F,0.0,0.0,0.0,0.0,,2.0,2.0,8.0,6.0,2.0,0.0,F,SC,2020-07-31
M,0.0,,1.0,5.0,7.0,18.0,33.0,26.0,37.0,8.0,1.0,M,SP,2020-07-31
F,0.0,1.0,,5.0,4.0,10.0,16.0,26.0,16.0,14.0,,F,SP,2020-07-31
M,1.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,M,SE,2020-07-31
F,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,F,SE,2020-07-31
M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,M,TO,2020-07-31
F,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,F,TO,2020-07-31
F,1.0,3.0,3.0,15.0,22.0,43.0,73.0,115.0,98.0,51.0,5.0,F,all,2020-08-01
M,1.0,2.0,4.0,14.0,40.0,52.0,124.0,162.0,106.0,22.0,4.0,M,all,2020-08-01
M,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,M,AC,2020-08-01
F,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,F,AC,2020-08-01
M,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,M,AL,2020-08-01
F,0.0,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,F,AL,2020-08-01
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,M,AP,2020-08-01
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,F,AP,2020-08-01
F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,F,AM,2020-08-01
M,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,M,AM,2020-08-01
M,0.0,0.0,1.0,1.0,,1.0,9.0,15.0,4.0,1.0,0.0,M,BA,2020-08-01
F,0.0,0.0,,,1.0,2.0,3.0,8.0,7.0,3.0,0.0,F,BA,2020-08-01
M,0.0,0.0,0.0,1.0,2.0,,6.0,7.0,5.0,4.0,,M,CE,2020-08-01
F,0.0,0.0,0.0,,,1.0,1.0,4.0,,1.0,1.0,F,CE,2020-08-01
M,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,,,,M,DF,2020-08-01
F,0.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,F,DF,2020-08-01
M,0.0,0.0,0.0,,,2.0,2.0,2.0,4.0,2.0,0.0,M,ES,2020-08-01
F,0.0,0.0,0.0,1.0,1.0,,3.0,2.0,1.0,1.0,0.0,F,ES,2020-08-01
M,0.0,0.0,,,3.0,5.0,4.0,7.0,6.0,,1.0,M,GO,2020-08-01
F,0.0,0.0,1.0,2.0,,3.0,4.0,5.0,5.0,3.0,1.0,F,GO,2020-08-01
M,0.0,0.0,0.0,,0.0,,0.0,2.0,,,0.0,M,MA,2020-08-01
F,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,F,MA,2020-08-01
M,0.0,0.0,1.0,,3.0,2.0,,5.0,1.0,,0.0,M,MT,2020-08-01
F,0.0,0.0,,1.0,2.0,,3.0,4.0,3.0,1.0,0.0,F,MT,2020-08-01
M,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,M,MS,2020-08-01
F,0.0,0.0,0.0,1.0,,1.0,1.0,,3.0,0.0,0.0,F,MS,2020-08-01
M,0.0,0.0,0.0,1.0,4.0,1.0,8.0,9.0,11.0,1.0,0.0,M,MG,2020-08-01
F,0.0,0.0,0.0,2.0,1.0,5.0,5.0,9.0,8.0,4.0,0.0,F,MG,2020-08-01
M,0.0,0.0,0.0,1.0,3.0,,3.0,4.0,3.0,1.0,0.0,M,PA,2020-08-01
F,0.0,0.0,0.0,,,1.0,3.0,,1.0,1.0,0.0,F,PA,2020-08-01
M,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,,M,PB,2020-08-01
F,0.0,0.0,0.0,0.0,1.0,,,3.0,2.0,0.0,1.0,F,PB,2020-08-01
M,0.0,0.0,,1.0,3.0,5.0,7.0,6.0,5.0,1.0,0.0,M,PR,2020-08-01
F,0.0,0.0,1.0,,1.0,4.0,4.0,8.0,4.0,2.0,0.0,F,PR,2020-08-01
M,0.0,0.0,0.0,0.0,2.0,2.0,3.0,11.0,10.0,1.0,1.0,M,PE,2020-08-01
F,0.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,7.0,5.0,,F,PE,2020-08-01
M,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,0.0,M,PI,2020-08-01
F,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,F,PI,2020-08-01
M,0.0,0.0,1.0,1.0,3.0,6.0,9.0,10.0,5.0,1.0,0.0,M,RJ,2020-08-01
F,0.0,0.0,,,1.0,4.0,5.0,5.0,3.0,1.0,0.0,F,RJ,2020-08-01
M,0.0,0.0,0.0,,0.0,,3.0,1.0,,1.0,0.0,M,RN,2020-08-01
F,0.0,0.0,0.0,1.0,0.0,1.0,3.0,,2.0,,0.0,F,RN,2020-08-01
M,0.0,0.0,,2.0,2.0,5.0,11.0,11.0,6.0,2.0,0.0,M,RS,2020-08-01
F,0.0,0.0,1.0,1.0,1.0,2.0,8.0,10.0,5.0,7.0,0.0,F,RS,2020-08-01
M,0.0,0.0,0.0,0.0,,1.0,,2.0,1.0,0.0,0.0,M,RO,2020-08-01
F,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,F,RO,2020-08-01
M,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,M,RR,2020-08-01
F,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,F,RR,2020-08-01
M,0.0,,0.0,1.0,1.0,4.0,6.0,6.0,8.0,,0.0,M,SC,2020-08-01
F,0.0,1.0,0.0,2.0,,1.0,4.0,5.0,8.0,4.0,0.0,F,SC,2020-08-01
M,0.0,1.0,0.0,4.0,7.0,12.0,40.0,42.0,25.0,6.0,2.0,M,SP,2020-08-01
F,0.0,1.0,0.0,3.0,6.0,7.0,14.0,33.0,31.0,11.0,1.0,F,SP,2020-08-01
M,0.0,1.0,0.0,0.0,1.0,,1.0,4.0,5.0,,0.0,M,SE,2020-08-01
F,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,F,SE,2020-08-01
M,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,M,TO,2020-08-01
F,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,,0.0,F,TO,2020-08-01
F,5.0,1.0,4.0,9.0,12.0,35.0,76.0,82.0,88.0,43.0,2.0,F,all,2020-08-02
M,1.0,3.0,1.0,10.0,36.0,72.0,125.0,125.0,113.0,43.0,1.0,M,all,2020-08-02
I,,,,,,,,1.0,,,,I,all,2020-08-02
M,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,M,AC,2020-08-02
F,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,F,AC,2020-08-02
M,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,,1.0,0.0,M,AL,2020-08-02
F,0.0,0.0,1.0,,0.0,0.0,0.0,,1.0,1.0,0.0,F,AL,2020-08-02
M,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,M,AP,2020-08-02
F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,F,AP,2020-08-02
M,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,M,AM,2020-08-02
F,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,F,AM,2020-08-02
M,0.0,1.0,0.0,,0.0,5.0,3.0,9.0,9.0,5.0,0.0,M,BA,2020-08-02
F,0.0,,0.0,1.0,0.0,2.0,1.0,6.0,4.0,4.0,0.0,F,BA,2020-08-02
M,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,4.0,3.0,0.0,M,CE,2020-08-02
F,0.0,,0.0,,0.0,,1.0,2.0,2.0,4.0,0.0,F,CE,2020-08-02
M,0.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,6.0,0.0,0.0,M,DF,2020-08-02
F,0.0,0.0,0.0,,,,,,4.0,0.0,0.0,F,DF,2020-08-02
M,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,,2.0,1.0,M,ES,2020-08-02
F,0.0,0.0,0.0,,,2.0,2.0,1.0,3.0,1.0,,F,ES,2020-08-02
M,0.0,0.0,0.0,2.0,1.0,6.0,6.0,8.0,12.0,,0.0,M,GO,2020-08-02
F,0.0,0.0,0.0,1.0,1.0,3.0,6.0,5.0,3.0,1.0,0.0,F,GO,2020-08-02
M,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,M,MA,2020-08-02
F,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,,0.0,F,MA,2020-08-02
F,1.0,0.0,0.0,,2.0,1.0,,2.0,1.0,,0.0,F,MT,2020-08-02
M,,0.0,0.0,1.0,4.0,2.0,9.0,3.0,3.0,2.0,0.0,M,MT,2020-08-02
M,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,M,MS,2020-08-02
F,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.0,0.0,F,MS,2020-08-02
F,1.0,0.0,0.0,0.0,1.0,2.0,9.0,9.0,8.0,5.0,1.0,F,MG,2020-08-02
M,,0.0,0.0,0.0,4.0,5.0,9.0,15.0,11.0,1.0,,M,MG,2020-08-02
M,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,1.0,0.0,0.0,M,PA,2020-08-02
F,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,1.0,0.0,0.0,F,PA,2020-08-02
F,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,,1.0,0.0,F,PB,2020-08-02
M,,0.0,0.0,0.0,0.0,3.0,,,1.0,1.0,0.0,M,PB,2020-08-02
M,0.0,,0.0,0.0,5.0,3.0,9.0,5.0,7.0,2.0,0.0,M,PR,2020-08-02
F,0.0,1.0,0.0,0.0,1.0,4.0,5.0,5.0,4.0,2.0,0.0,F,PR,2020-08-02
F,2.0,,0.0,1.0,2.0,1.0,2.0,4.0,3.0,,1.0,F,PE,2020-08-02
M,,1.0,0.0,,1.0,5.0,4.0,3.0,5.0,3.0,,M,PE,2020-08-02
M,0.0,0.0,,0.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,M,PI,2020-08-02
F,0.0,0.0,1.0,0.0,0.0,,1.0,,,,0.0,F,PI,2020-08-02
M,0.0,0.0,0.0,1.0,,,5.0,11.0,7.0,1.0,0.0,M,RJ,2020-08-02
F,0.0,0.0,0.0,,1.0,2.0,5.0,5.0,6.0,4.0,0.0,F,RJ,2020-08-02
M,0.0,0.0,0.0,0.0,,1.0,1.0,4.0,,0.0,0.0,M,RN,2020-08-02
F,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,F,RN,2020-08-02
M,0.0,0.0,0.0,,2.0,4.0,7.0,14.0,4.0,1.0,0.0,M,RS,2020-08-02
F,0.0,0.0,0.0,1.0,,2.0,7.0,5.0,10.0,2.0,0.0,F,RS,2020-08-02
