,< 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80 - 89,90 - 99,> 100,genero,UF,data
M,0.0,1.0,1.0,1.0,3.0,2.0,9.0,9.0,12.0,,0.0,M,RJ,2020-07-24
F,0.0,,,1.0,3.0,2.0,2.0,6.0,7.0,7.0,0.0,F,RJ,2020-07-24
M,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,,,0.0,M,RN,2020-07-24
F,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,1.0,0.0,F,RN,2020-07-24
M,0.0,1.0,0.0,2.0,,2.0,3.0,14.0,7.0,3.0,,M,RS,2020-07-24
F,0.0,1.0,0.0,,1.0,3.0,3.0,5.0,4.0,4.0,2.0,F,RS,2020-07-24
M,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,M,RO,2020-07-24
F,0.0,0.0,0.0,0.0,,,0.0,,3.0,0.0,0.0,F,RO,2020-07-24
M,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,M,RR,2020-07-24
F,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,F,RR,2020-07-24
M,1.0,0.0,0.0,1.0,4.0,4.0,13.0,6.0,5.0,,0.0,M,SC,2020-07-24
F,,0.0,0.0,1.0,1.0,1.0,2.0,6.0,4.0,4.0,0.0,F,SC,2020-07-24
M,0.0,1.0,1.0,5.0,8.0,23.0,39.0,32.0,30.0,8.0,0.0,M,SP,2020-07-24
F,0.0,1.0,,3.0,6.0,15.0,28.0,25.0,29.0,13.0,0.0,F,SP,2020-07-24
M,0.0,0.0,0.0,,0.0,1.0,3.0,4.0,3.0,1.0,0.0,M,SE,2020-07-24
F,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,1.0,,0.0,F,SE,2020-07-24
M,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,M,TO,2020-07-24
F,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,F,TO,2020-07-24
M,0.0,2.0,10.0,12.0,48.0,58.0,154.0,152.0,115.0,34.0,1.0,M,all,2020-07-25
F,0.0,3.0,5.0,8.0,39.0,49.0,83.0,102.0,100.0,41.0,2.0,F,all,2020-07-25
I,,1.0,,,,,,,,,,I,all,2020-07-25
M,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,0.0,M,AC,2020-07-25
F,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,F,AC,2020-07-25
M,0.0,0.0,0.0,0.0,,,3.0,2.0,1.0,1.0,0.0,M,AL,2020-07-25
F,0.0,0.0,0.0,0.0,1.0,1.0,3.0,,1.0,,0.0,F,AL,2020-07-25
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,M,AP,2020-07-25
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,F,AP,2020-07-25
M,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,M,AM,2020-07-25
F,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,F,AM,2020-07-25
M,0.0,0.0,0.0,2.0,3.0,3.0,8.0,4.0,6.0,2.0,0.0,M,BA,2020-07-25
F,0.0,0.0,0.0,1.0,5.0,4.0,2.0,5.0,4.0,3.0,0.0,F,BA,2020-07-25
M,0.0,,0.0,0.0,3.0,3.0,8.0,8.0,8.0,1.0,0.0,M,CE,2020-07-25
F,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,,0.0,F,CE,2020-07-25
M,0.0,0.0,0.0,0.0,,4.0,6.0,4.0,2.0,,0.0,M,DF,2020-07-25
F,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,2.0,0.0,F,DF,2020-07-25
M,0.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,3.0,1.0,,M,ES,2020-07-25
F,0.0,1.0,,0.0,1.0,,1.0,4.0,3.0,2.0,1.0,F,ES,2020-07-25
M,0.0,0.0,1.0,2.0,5.0,4.0,11.0,11.0,2.0,2.0,0.0,M,GO,2020-07-25
F,0.0,0.0,,2.0,3.0,4.0,5.0,5.0,2.0,3.0,0.0,F,GO,2020-07-25
M,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,M,MA,2020-07-25
F,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,,0.0,0.0,F,MA,2020-07-25
M,0.0,0.0,1.0,,3.0,1.0,5.0,5.0,2.0,1.0,0.0,M,MT,2020-07-25
F,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,,0.0,F,MT,2020-07-25
M,0.0,0.0,0.0,1.0,,1.0,1.0,2.0,,,0.0,M,MS,2020-07-25
F,0.0,0.0,0.0,,1.0,,1.0,2.0,3.0,2.0,0.0,F,MS,2020-07-25
M,0.0,0.0,0.0,1.0,3.0,9.0,14.0,10.0,13.0,6.0,0.0,M,MG,2020-07-25
F,0.0,0.0,0.0,,1.0,6.0,10.0,10.0,11.0,5.0,0.0,F,MG,2020-07-25
M,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,4.0,0.0,0.0,M,PA,2020-07-25
F,0.0,0.0,,1.0,,0.0,1.0,,,0.0,0.0,F,PA,2020-07-25
M,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,M,PB,2020-07-25
F,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,F,PB,2020-07-25
M,0.0,0.0,1.0,0.0,1.0,2.0,6.0,8.0,9.0,,0.0,M,PR,2020-07-25
F,0.0,0.0,1.0,0.0,1.0,3.0,3.0,8.0,5.0,1.0,0.0,F,PR,2020-07-25
M,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,6.0,2.0,1.0,M,PE,2020-07-25
F,0.0,0.0,0.0,0.0,,1.0,4.0,2.0,6.0,1.0,,F,PE,2020-07-25
M,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,2.0,1.0,0.0,M,PI,2020-07-25
F,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,F,PI,2020-07-25
M,0.0,0.0,0.0,0.0,2.0,3.0,9.0,11.0,7.0,1.0,0.0,M,RJ,2020-07-25
F,0.0,0.0,0.0,0.0,4.0,2.0,3.0,7.0,4.0,4.0,0.0,F,RJ,2020-07-25
M,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,M,RN,2020-07-25
F,0.0,0.0,0.0,,0.0,,,4.0,1.0,1.0,0.0,F,RN,2020-07-25
M,0.0,,,1.0,1.0,,8.0,5.0,6.0,2.0,0.0,M,RS,2020-07-25
F,0.0,1.0,1.0,1.0,2.0,1.0,,10.0,8.0,2.0,0.0,F,RS,2020-07-25
M,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,M,RO,2020-07-25
F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,F,RO,2020-07-25
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,M,RR,2020-07-25
F,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,F,RR,2020-07-25
M,0.0,0.0,1.0,1.0,1.0,3.0,4.0,10.0,4.0,,0.0,M,SC,2020-07-25
F,0.0,0.0,,1.0,2.0,2.0,3.0,3.0,4.0,2.0,0.0,F,SC,2020-07-25
M,0.0,1.0,,3.0,17.0,19.0,49.0,45.0,26.0,12.0,0.0,M,SP,2020-07-25
F,0.0,,2.0,,10.0,18.0,27.0,27.0,36.0,12.0,0.0,F,SP,2020-07-25
I,,1.0,,,,,,,,,,I,SP,2020-07-25
M,0.0,0.0,1.0,0.0,2.0,,3.0,2.0,4.0,0.0,0.0,M,SE,2020-07-25
F,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,,0.0,0.0,F,SE,2020-07-25
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,M,TO,2020-07-25
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,F,TO,2020-07-25
F,1.0,1.0,2.0,6.0,21.0,45.0,81.0,96.0,87.0,43.0,2.0,F,all,2020-07-26
M,,3.0,3.0,19.0,30.0,73.0,113.0,143.0,107.0,33.0,,M,all,2020-07-26
M,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,M,AC,2020-07-26
F,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,F,AC,2020-07-26
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,M,AL,2020-07-26
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,0.0,0.0,F,AL,2020-07-26
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,M,AP,2020-07-26
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,F,AP,2020-07-26
M,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,M,AM,2020-07-26
F,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,F,AM,2020-07-26
M,0.0,1.0,0.0,2.0,3.0,1.0,5.0,6.0,6.0,3.0,0.0,M,BA,2020-07-26
F,0.0,,0.0,,3.0,3.0,7.0,4.0,6.0,3.0,0.0,F,BA,2020-07-26
M,0.0,0.0,1.0,0.0,1.0,,2.0,2.0,6.0,2.0,0.0,M,CE,2020-07-26
F,0.0,0.0,,0.0,,1.0,1.0,3.0,2.0,3.0,0.0,F,CE,2020-07-26
M,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,1.0,,M,DF,2020-07-26
F,0.0,0.0,0.0,0.0,,1.0,6.0,1.0,2.0,3.0,1.0,F,DF,2020-07-26
M,0.0,0.0,1.0,1.0,,3.0,3.0,3.0,5.0,1.0,0.0,M,ES,2020-07-26
F,0.0,0.0,,,1.0,,2.0,6.0,3.0,,0.0,F,ES,2020-07-26
M,0.0,0.0,0.0,1.0,2.0,5.0,6.0,11.0,8.0,2.0,0.0,M,GO,2020-07-26
F,0.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,6.0,3.0,0.0,F,GO,2020-07-26
M,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,M,MA,2020-07-26
F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0,0.0,F,MA,2020-07-26
M,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,M,MT,2020-07-26
F,0.0,0.0,0.0,,2.0,1.0,2.0,1.0,,,0.0,F,MT,2020-07-26
M,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,M,MS,2020-07-26
F,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,F,MS,2020-07-26
M,0.0,1.0,,1.0,2.0,3.0,9.0,18.0,8.0,,,M,MG,2020-07-26
F,0.0,,1.0,,2.0,6.0,8.0,11.0,7.0,5.0,1.0,F,MG,2020-07-26
M,0.0,1.0,,0.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,M,PA,2020-07-26
F,0.0,,1.0,0.0,,,,1.0,2.0,0.0,0.0,F,PA,2020-07-26
M,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,M,PB,2020-07-26
F,0.0,0.0,0.0,,,,,2.0,1.0,,0.0,F,PB,2020-07-26
M,0.0,,0.0,1.0,4.0,4.0,5.0,9.0,4.0,1.0,0.0,M,PR,2020-07-26
F,0.0,1.0,0.0,,1.0,3.0,4.0,4.0,3.0,1.0,0.0,F,PR,2020-07-26
M,0.0,0.0,0.0,1.0,3.0,2.0,5.0,7.0,2.0,2.0,0.0,M,PE,2020-07-26
F,0.0,0.0,0.0,,2.0,3.0,2.0,7.0,4.0,1.0,0.0,F,PE,2020-07-26
M,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,2.0,0.0,M,PI,2020-07-26
F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,F,PI,2020-07-26
M,0.0,0.0,0.0,,,3.0,3.0,9.0,2.0,,0.0,M,RJ,2020-07-26
F,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,11.0,2.0,0.0,F,RJ,2020-07-26
M,0.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,0.0,M,RN,2020-07-26
F,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,F,RN,2020-07-26
M,0.0,0.0,0.0,0.0,1.0,4.0,12.0,9.0,1.0,1.0,0.0,M,RS,2020-07-26
F,0.0,0.0,0.0,0.0,1.0,2.0,6.0,9.0,3.0,5.0,0.0,F,RS,2020-07-26
M,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,M,RO,2020-07-26
F,0.0,0.0,0.0,,0.0,,3.0,1.0,1.0,0.0,0.0,F,RO,2020-07-26
M,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,M,RR,2020-07-26
F,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,F,RR,2020-07-26
M,0.0,0.0,0.0,3.0,,4.0,9.0,10.0,8.0,1.0,0.0,M,SC,2020-07-26
F,0.0,0.0,0.0,,2.0,,1.0,3.0,3.0,2.0,0.0,F,SC,2020-07-26
F,1.0,0.0,,1.0,1.0,14.0,17.0,26.0,24.0,11.0,0.0,F,SP,2020-07-26
M,,0.0,1.0,4.0,7.0,31.0,34.0,32.0,33.0,8.0,0.0,M,SP,2020-07-26
M,0.0,0.0,0.0,,1.0,0.0,2.0,2.0,1.0,2.0,0.0,M,SE,2020-07-26
F,0.0,0.0,0.0,2.0,,0.0,,3.0,4.0,1.0,0.0,F,SE,2020-07-26
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,M,TO,2020-07-26
F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,0.0,F,TO,2020-07-26
F,1.0,2.0,4.0,12.0,16.0,51.0,85.0,87.0,100.0,51.0,1.0,F,all,2020-07-27
I,,1.0,,,,,,,,,,I,all,2020-07-27
M,,6.0,6.0,13.0,33.0,69.0,144.0,133.0,88.0,33.0,2.0,M,all,2020-07-27
M,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,M,AC,2020-07-27
F,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,F,AC,2020-07-27
M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,M,AL,2020-07-27
F,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,0.0,0.0,F,AL,2020-07-27
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,M,AP,2020-07-27
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,F,AP,2020-07-27
M,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,M,AM,2020-07-27
F,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,F,AM,2020-07-27
M,0.0,0.0,0.0,1.0,,5.0,7.0,6.0,7.0,1.0,0.0,M,BA,2020-07-27
F,0.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,6.0,2.0,0.0,F,BA,2020-07-27
M,0.0,0.0,0.0,,1.0,2.0,2.0,,4.0,2.0,0.0,M,CE,2020-07-27
F,0.0,0.0,0.0,1.0,,1.0,,6.0,5.0,3.0,0.0,F,CE,2020-07-27
M,0.0,0.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,0.0,M,DF,2020-07-27
F,0.0,0.0,,1.0,,,4.0,,4.0,1.0,0.0,F,DF,2020-07-27
F,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,5.0,2.0,0.0,F,ES,2020-07-27
M,,0.0,0.0,0.0,,1.0,5.0,5.0,4.0,1.0,0.0,M,ES,2020-07-27
M,0.0,0.0,1.0,1.0,3.0,2.0,8.0,10.0,5.0,3.0,1.0,M,GO,2020-07-27
F,0.0,0.0,,1.0,1.0,2.0,1.0,3.0,6.0,3.0,,F,GO,2020-07-27
M,0.0,1.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,M,MA,2020-07-27
F,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,F,MA,2020-07-27
M,0.0,0.0,1.0,1.0,2.0,,2.0,3.0,2.0,1.0,0.0,M,MT,2020-07-27
F,0.0,0.0,,,,1.0,2.0,1.0,2.0,,0.0,F,MT,2020-07-27
M,0.0,0.0,0.0,0.0,,1.0,3.0,,,1.0,0.0,M,MS,2020-07-27
F,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,F,MS,2020-07-27
M,0.0,1.0,,,2.0,4.0,14.0,17.0,4.0,1.0,0.0,M,MG,2020-07-27
F,0.0,,1.0,1.0,,5.0,10.0,11.0,14.0,5.0,0.0,F,MG,2020-07-27
M,0.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,,0.0,M,PA,2020-07-27
F,0.0,,0.0,0.0,,3.0,2.0,1.0,1.0,1.0,0.0,F,PA,2020-07-27
M,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,3.0,,0.0,M,PB,2020-07-27
F,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,F,PB,2020-07-27
M,0.0,0.0,0.0,0.0,1.0,8.0,9.0,6.0,4.0,,0.0,M,PR,2020-07-27
F,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,8.0,3.0,0.0,F,PR,2020-07-27
M,0.0,1.0,,0.0,3.0,3.0,5.0,3.0,4.0,1.0,0.0,M,PE,2020-07-27
F,0.0,,1.0,0.0,,2.0,2.0,2.0,2.0,1.0,0.0,F,PE,2020-07-27
M,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,,1.0,0.0,M,PI,2020-07-27
F,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,0.0,F,PI,2020-07-27
M,0.0,1.0,0.0,1.0,2.0,1.0,9.0,5.0,6.0,4.0,0.0,M,RJ,2020-07-27
F,0.0,,0.0,1.0,1.0,4.0,7.0,5.0,2.0,7.0,0.0,F,RJ,2020-07-27
M,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,,0.0,M,RN,2020-07-27
F,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,F,RN,2020-07-27
M,0.0,0.0,,0.0,,7.0,6.0,8.0,9.0,,0.0,M,RS,2020-07-27
F,0.0,0.0,1.0,0.0,3.0,2.0,8.0,5.0,5.0,5.0,0.0,F,RS,2020-07-27
M,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,M,RO,2020-07-27
F,0.0,1.0,0.0,,0.0,2.0,,1.0,0.0,0.0,0.0,F,RO,2020-07-27
M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,M,RR,2020-07-27
F,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,F,RR,2020-07-27
M,0.0,0.0,,0.0,3.0,2.0,7.0,5.0,3.0,5.0,0.0,M,SC,2020-07-27
F,0.0,0.0,1.0,0.0,,,5.0,3.0,2.0,1.0,0.0,F,SC,2020-07-27
M,0.0,1.0,3.0,4.0,6.0,20.0,44.0,48.0,25.0,9.0,1.0,M,SP,2020-07-27
F,0.0,1.0,,4.0,5.0,14.0,23.0,26.0,32.0,12.0,1.0,F,SP,2020-07-27
I,,1.0,,,,,,,,,,I,SP,2020-07-27
M,0.0,0.0,0.0,3.0,2.0,,6.0,2.0,2.0,1.0,0.0,M,SE,2020-07-27
F,0.0,0.0,0.0,1.0,,3.0,1.0,,3.0,1.0,0.0,F,SE,2020-07-27
M,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,M,TO,2020-07-27
F,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,F,TO,2020-07-27
M,1.0,1.0,2.0,22.0,35.0,71.0,123.0,162.0,105.0,32.0,6.0,M,all,2020-07-28
F,,5.0,3.0,7.0,22.0,40.0,86.0,114.0,88.0,55.0,3.0,F,all,2020-07-28
I,,,,,1.0,,,,,,,I,all,2020-07-28
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,M,AC,2020-07-28
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,F,AC,2020-07-28
M,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,M,AL,2020-07-28
F,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0,0.0,0.0,F,AL,2020-07-28
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,AP,2020-07-28
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,AP,2020-07-28
M,0.0,0.0,0.0,0.0,,0.0,0.0,,4.0,0.0,0.0,M,AM,2020-07-28
F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,F,AM,2020-07-28
M,0.0,0.0,1.0,1.0,4.0,4.0,9.0,10.0,3.0,4.0,1.0,M,BA,2020-07-28
F,0.0,0.0,,,5.0,1.0,7.0,7.0,7.0,3.0,1.0,F,BA,2020-07-28
M,0.0,,,0.0,,2.0,0.0,2.0,3.0,4.0,0.0,M,CE,2020-07-28
F,0.0,1.0,1.0,0.0,1.0,,0.0,4.0,1.0,,0.0,F,CE,2020-07-28
I,,,,,1.0,,,,,,,I,CE,2020-07-28
M,0.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,M,DF,2020-07-28
F,0.0,0.0,0.0,,,1.0,2.0,3.0,1.0,,,F,DF,2020-07-28
M,0.0,1.0,0.0,0.0,,4.0,3.0,3.0,5.0,1.0,0.0,M,ES,2020-07-28
F,0.0,,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,F,ES,2020-07-28
M,0.0,,0.0,1.0,2.0,6.0,16.0,8.0,4.0,1.0,0.0,M,GO,2020-07-28
F,0.0,1.0,0.0,,,1.0,7.0,2.0,7.0,3.0,0.0,F,GO,2020-07-28
M,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,,,0.0,M,MA,2020-07-28
F,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,F,MA,2020-07-28
M,0.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,4.0,1.0,0.0,M,MT,2020-07-28
F,0.0,0.0,0.0,1.0,,2.0,2.0,4.0,,,0.0,F,MT,2020-07-28
M,0.0,0.0,0.0,2.0,,0.0,2.0,,2.0,0.0,0.0,M,MS,2020-07-28
F,0.0,0.0,0.0,,1.0,0.0,3.0,2.0,1.0,0.0,0.0,F,MS,2020-07-28
M,0.0,0.0,0.0,2.0,4.0,5.0,3.0,15.0,7.0,3.0,1.0,M,MG,2020-07-28
F,0.0,0.0,0.0,,1.0,,7.0,11.0,13.0,5.0,,F,MG,2020-07-28
M,0.0,0.0,,0.0,1.0,,0.0,5.0,2.0,0.0,0.0,M,PA,2020-07-28
F,0.0,0.0,1.0,0.0,,1.0,0.0,2.0,,0.0,0.0,F,PA,2020-07-28
M,0.0,0.0,0.0,1.0,0.0,1.0,,2.0,1.0,,1.0,M,PB,2020-07-28
F,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,3.0,,F,PB,2020-07-28
M,0.0,0.0,0.0,,3.0,8.0,8.0,9.0,5.0,,0.0,M,PR,2020-07-28
F,0.0,0.0,0.0,1.0,1.0,4.0,5.0,8.0,4.0,3.0,0.0,F,PR,2020-07-28
M,0.0,0.0,0.0,,1.0,1.0,3.0,5.0,3.0,0.0,1.0,M,PE,2020-07-28
F,0.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,3.0,0.0,,F,PE,2020-07-28
M,0.0,0.0,0.0,,0.0,0.0,,2.0,1.0,0.0,0.0,M,PI,2020-07-28
F,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,F,PI,2020-07-28
M,0.0,,0.0,1.0,3.0,2.0,10.0,11.0,11.0,3.0,,M,RJ,2020-07-28
F,0.0,1.0,0.0,,,4.0,4.0,12.0,7.0,6.0,1.0,F,RJ,2020-07-28
M,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,1.0,1.0,M,RN,2020-07-28
F,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,1.0,,,F,RN,2020-07-28
M,0.0,0.0,1.0,0.0,1.0,3.0,6.0,14.0,5.0,1.0,0.0,M,RS,2020-07-28
F,0.0,0.0,,0.0,1.0,3.0,3.0,9.0,8.0,8.0,0.0,F,RS,2020-07-28
M,0.0,0.0,0.0,1.0,2.0,1.0,,2.0,,0.0,0.0,M,RO,2020-07-28
F,0.0,0.0,0.0,1.0,,,1.0,,2.0,0.0,0.0,F,RO,2020-07-28
M,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,M,RR,2020-07-28
F,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,F,RR,2020-07-28
M,0.0,0.0,0.0,1.0,0.0,4.0,4.0,10.0,4.0,1.0,0.0,M,SC,2020-07-28
F,0.0,0.0,0.0,,0.0,3.0,4.0,4.0,2.0,2.0,0.0,F,SC,2020-07-28
M,1.0,,,6.0,10.0,22.0,41.0,41.0,36.0,10.0,,M,SP,2020-07-28
F,,1.0,1.0,2.0,6.0,12.0,29.0,24.0,22.0,17.0,1.0,F,SP,2020-07-28
M,0.0,,0.0,0.0,0.0,,3.0,3.0,,1.0,0.0,M,SE,2020-07-28
F,0.0,1.0,0.0,0.0,0.0,3.0,,2.0,2.0,2.0,0.0,F,SE,2020-07-28
M,0.0,0.0,0.0,1.0,,0.0,2.0,2.0,3.0,0.0,0.0,M,TO,2020-07-28
F,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,F,TO,2020-07-28
F,1.0,2.0,9.0,10.0,22.0,47.0,83.0,99.0,103.0,51.0,3.0,F,all,2020-07-29
M,1.0,3.0,6.0,15.0,36.0,70.0,124.0,148.0,121.0,32.0,2.0,M,all,2020-07-29
M,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,M,AC,2020-07-29
F,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,AC,2020-07-29
M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,M,AL,2020-07-29
F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,F,AL,2020-07-29
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,AP,2020-07-29
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,AP,2020-07-29
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,M,AM,2020-07-29
F,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,,0.0,F,AM,2020-07-29
M,0.0,0.0,1.0,0.0,3.0,3.0,6.0,7.0,12.0,1.0,1.0,M,BA,2020-07-29
F,0.0,0.0,,0.0,2.0,3.0,8.0,8.0,4.0,3.0,,F,BA,2020-07-29
